# matchedfilter ACCURACY table -- false dismissal, measured
#
# commit  d3fd917
# trials  24000 injected per cell
#
# THE GPU'S ALGORITHM, measured with the GPU filtering.
#
# accuracy.txt is the same grid measured with the CPU filtering, and the two
# are not interchangeable: where the CPU interpolates the coarse peak, the
# GPU escalates the whole interpolation window, so it refines a superset of
# the CPU's pairs. Measured over the 5600 shared cells at 24000 trials each,
# the GPU's summed dismissal is 0.807 of the CPU's -- 92% of cells agree
# within 2 sigma, 7% are genuinely lower, and 1% higher, which is fewer than
# the ~2.3% that 5600 two-sigma comparisons produce by chance.
#
# So the GPU was keeping a promise made for a more aggressive algorithm than
# it runs, and paying for it in refinement it did not need.
#
# Covers only the lengths the GPU backend runs. accuracy.txt still serves
# every other length and the CPU.
#
# KEY: n, taps, snr, in-band fraction f, effective bandwidth B_eff, coarse
# margin. BAND IS NOT IN THE KEY. Measured at n=8192, f=0.99, B_eff=16, the
# dismissal across bands 256, 512, 1024 and 2048 is 1.64, 1.88, 1.77 and
# 1.75e-2 -- a 1.14x spread inside the error bars, across band/B_eff from 16
# to 128. A candidate band enters only through the (f, B_eff) at its own
# edge, which selection computes from the reference.
#
# B_eff is sampled ABSOLUTELY, not as a fraction of the band. The previous
# grid did the latter, which tied it to the variable that does not matter
# and left a floor near band/10 -- so it never reached the values real
# references have. The FIR-search reference sits at B_eff 1.1 at every band.
#
# The margin dominates: 90x across 0.97 to 1.00, against 1.6x for 16x of n
# and 1.14x across every band. It gets the finest ladder.
#
# Rates below about 3/trials are not resolved and read as 0.0; that is a
# resolution floor, not a demonstration of safety.
#
# ACC2 n K snr f beff margin dismissal
ACC2 4096 4 6.50 0.9500 2.03 0.980 1.7889e-04
ACC2 4096 4 6.50 0.9500 2.03 1.000 1.3715e-03
ACC2 4096 4 6.50 0.9500 3.94 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9500 3.94 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9500 3.94 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9500 3.94 0.980 1.2260e-04
ACC2 4096 4 6.50 0.9500 3.94 1.000 4.9041e-04
ACC2 4096 4 6.50 0.9500 8.14 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9500 8.14 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9500 8.14 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9500 8.14 0.980 0.0000e+00
ACC2 4096 4 6.50 0.9500 8.14 1.000 3.7843e-04
ACC2 4096 4 6.50 0.9500 16.12 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9500 16.12 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9500 16.12 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9500 16.12 0.980 1.3038e-04
ACC2 4096 4 6.50 0.9500 16.12 1.000 4.5632e-04
ACC2 4096 4 6.50 0.9500 32.61 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9500 32.61 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9500 32.61 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9500 32.61 0.980 0.0000e+00
ACC2 4096 4 6.50 0.9500 32.61 1.000 4.0268e-04
ACC2 4096 4 6.50 0.9500 64.60 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9500 64.60 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9500 64.60 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9500 64.60 0.980 0.0000e+00
ACC2 4096 4 6.50 0.9500 64.60 1.000 2.0680e-04
ACC2 4096 4 6.50 0.9500 128.59 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9500 128.59 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9500 128.59 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9500 128.59 0.980 0.0000e+00
ACC2 4096 4 6.50 0.9500 128.59 1.000 7.1240e-05
ACC2 4096 4 6.50 0.9800 2.03 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9800 2.03 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9800 2.03 0.960 6.1474e-05
ACC2 4096 4 6.50 0.9800 2.03 0.980 2.4590e-04
ACC2 4096 4 6.50 0.9800 2.03 1.000 8.7908e-03
ACC2 4096 4 6.50 0.9800 3.94 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9800 3.94 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9800 3.94 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9800 3.94 0.980 1.2557e-04
ACC2 4096 4 6.50 0.9800 3.94 1.000 4.8973e-03
ACC2 4096 4 6.50 0.9800 8.14 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9800 8.14 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9800 8.14 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9800 8.14 0.980 6.3959e-05
ACC2 4096 4 6.50 0.9800 8.14 1.000 2.7502e-03
ACC2 4096 4 6.50 0.9800 16.12 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9800 16.12 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9800 16.12 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9800 16.12 0.980 0.0000e+00
ACC2 4096 4 6.50 0.9800 16.12 1.000 1.5075e-03
ACC2 4096 4 6.50 0.9800 32.61 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9800 32.61 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9800 32.61 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9800 32.61 0.980 0.0000e+00
ACC2 4096 4 6.50 0.9800 32.61 1.000 9.3533e-04
ACC2 4096 4 6.50 0.9800 64.60 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9800 64.60 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9800 64.60 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9800 64.60 0.980 0.0000e+00
ACC2 4096 4 6.50 0.9800 64.60 1.000 2.7373e-04
ACC2 4096 4 6.50 0.9800 128.59 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9800 128.59 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9800 128.59 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9800 128.59 0.980 0.0000e+00
ACC2 4096 4 6.50 0.9800 128.59 1.000 0.0000e+00
ACC2 4096 4 6.50 0.9950 2.03 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9950 2.03 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9950 2.03 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9950 2.03 0.980 1.9609e-04
ACC2 4096 4 6.50 0.9950 2.03 1.000 3.1113e-02
ACC2 4096 4 6.50 0.9950 3.94 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9950 3.94 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9950 3.94 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9950 3.94 0.980 6.6216e-05
ACC2 4096 4 6.50 0.9950 3.94 1.000 2.0262e-02
ACC2 4096 4 6.50 0.9950 8.14 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9950 8.14 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9950 8.14 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9950 8.14 0.980 0.0000e+00
ACC2 4096 4 6.50 0.9950 8.14 1.000 1.4056e-02
ACC2 4096 4 6.50 0.9950 16.12 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9950 16.12 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9950 16.12 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9950 16.12 0.980 0.0000e+00
ACC2 4096 4 6.50 0.9950 16.12 1.000 5.6803e-03
ACC2 4096 4 6.50 0.9950 32.61 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9950 32.61 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9950 32.61 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9950 32.61 0.980 0.0000e+00
ACC2 4096 4 6.50 0.9950 32.61 1.000 2.4583e-03
ACC2 4096 4 6.50 0.9950 64.60 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9950 64.60 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9950 64.60 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9950 64.60 0.980 0.0000e+00
ACC2 4096 4 6.50 0.9950 64.60 1.000 6.2344e-04
ACC2 4096 4 6.50 0.9950 128.59 0.900 0.0000e+00
ACC2 4096 4 6.50 0.9950 128.59 0.930 0.0000e+00
ACC2 4096 4 6.50 0.9950 128.59 0.960 0.0000e+00
ACC2 4096 4 6.50 0.9950 128.59 0.980 0.0000e+00
ACC2 4096 4 6.50 0.9950 128.59 1.000 0.0000e+00
ACC2 4096 8 5.00 0.8000 2.03 0.900 0.0000e+00
ACC2 4096 8 5.00 0.8000 2.03 0.930 1.6072e-04
ACC2 4096 8 5.00 0.8000 2.03 0.960 3.7501e-04
ACC2 4096 8 5.00 0.8000 2.03 0.980 4.8216e-04
ACC2 4096 8 5.00 0.8000 2.03 1.000 7.5003e-04
ACC2 4096 8 5.00 0.8000 3.94 0.900 0.0000e+00
ACC2 4096 8 5.00 0.8000 3.94 0.930 0.0000e+00
ACC2 4096 8 5.00 0.8000 3.94 0.960 1.6851e-04
ACC2 4096 8 5.00 0.8000 3.94 0.980 3.3702e-04
ACC2 4096 8 5.00 0.8000 3.94 1.000 4.4936e-04
ACC2 4096 8 5.00 0.8000 8.14 0.900 0.0000e+00
ACC2 4096 8 5.00 0.8000 8.14 0.930 5.8730e-05
ACC2 4096 8 5.00 0.8000 8.14 0.960 5.8730e-05
ACC2 4096 8 5.00 0.8000 8.14 0.980 2.3492e-04
ACC2 4096 8 5.00 0.8000 8.14 1.000 2.3492e-04
ACC2 4096 8 5.00 0.8000 16.12 0.900 0.0000e+00
ACC2 4096 8 5.00 0.8000 16.12 0.930 6.1305e-05
ACC2 4096 8 5.00 0.8000 16.12 0.960 1.2261e-04
ACC2 4096 8 5.00 0.8000 16.12 0.980 1.8391e-04
ACC2 4096 8 5.00 0.8000 16.12 1.000 2.4522e-04
ACC2 4096 8 5.00 0.8000 32.61 0.900 0.0000e+00
ACC2 4096 8 5.00 0.8000 32.61 0.930 0.0000e+00
ACC2 4096 8 5.00 0.8000 32.61 0.960 0.0000e+00
ACC2 4096 8 5.00 0.8000 32.61 0.980 0.0000e+00
ACC2 4096 8 5.00 0.8000 32.61 1.000 6.3873e-05
ACC2 4096 8 5.00 0.8000 64.60 0.900 0.0000e+00
ACC2 4096 8 5.00 0.8000 64.60 0.930 0.0000e+00
ACC2 4096 8 5.00 0.8000 64.60 0.960 0.0000e+00
ACC2 4096 8 5.00 0.8000 64.60 0.980 6.6234e-05
ACC2 4096 8 5.00 0.8000 64.60 1.000 1.3247e-04
ACC2 4096 8 5.00 0.8000 128.59 0.900 0.0000e+00
ACC2 4096 8 5.00 0.8000 128.59 0.930 0.0000e+00
ACC2 4096 8 5.00 0.8000 128.59 0.960 0.0000e+00
ACC2 4096 8 5.00 0.8000 128.59 0.980 0.0000e+00
ACC2 4096 8 5.00 0.8000 128.59 1.000 0.0000e+00
ACC2 4096 8 5.00 0.9000 2.03 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9000 2.03 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9000 2.03 0.960 2.1392e-04
ACC2 4096 8 5.00 0.9000 2.03 0.980 2.1392e-04
ACC2 4096 8 5.00 0.9000 2.03 1.000 6.4175e-04
ACC2 4096 8 5.00 0.9000 3.94 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9000 3.94 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9000 3.94 0.960 5.5426e-05
ACC2 4096 8 5.00 0.9000 3.94 0.980 3.3256e-04
ACC2 4096 8 5.00 0.9000 3.94 1.000 6.6511e-04
ACC2 4096 8 5.00 0.9000 8.14 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9000 8.14 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9000 8.14 0.960 1.7266e-04
ACC2 4096 8 5.00 0.9000 8.14 0.980 1.7266e-04
ACC2 4096 8 5.00 0.9000 8.14 1.000 3.4532e-04
ACC2 4096 8 5.00 0.9000 16.12 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9000 16.12 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9000 16.12 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9000 16.12 0.980 5.9938e-05
ACC2 4096 8 5.00 0.9000 16.12 1.000 1.7981e-04
ACC2 4096 8 5.00 0.9000 32.61 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9000 32.61 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9000 32.61 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9000 32.61 0.980 1.2396e-04
ACC2 4096 8 5.00 0.9000 32.61 1.000 3.0990e-04
ACC2 4096 8 5.00 0.9000 64.60 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9000 64.60 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9000 64.60 0.960 6.4358e-05
ACC2 4096 8 5.00 0.9000 64.60 0.980 1.9308e-04
ACC2 4096 8 5.00 0.9000 64.60 1.000 5.1487e-04
ACC2 4096 8 5.00 0.9000 128.59 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9000 128.59 0.930 6.6693e-05
ACC2 4096 8 5.00 0.9000 128.59 0.960 2.0008e-04
ACC2 4096 8 5.00 0.9000 128.59 0.980 2.6677e-04
ACC2 4096 8 5.00 0.9000 128.59 1.000 4.6685e-04
ACC2 4096 8 5.00 0.9500 2.03 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9500 2.03 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9500 2.03 0.960 1.6513e-04
ACC2 4096 8 5.00 0.9500 2.03 0.980 9.9075e-04
ACC2 4096 8 5.00 0.9500 2.03 1.000 3.5777e-03
ACC2 4096 8 5.00 0.9500 3.94 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9500 3.94 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9500 3.94 0.960 1.1330e-04
ACC2 4096 8 5.00 0.9500 3.94 0.980 5.0983e-04
ACC2 4096 8 5.00 0.9500 3.94 1.000 1.8694e-03
ACC2 4096 8 5.00 0.9500 8.14 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9500 8.14 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9500 8.14 0.960 5.8374e-05
ACC2 4096 8 5.00 0.9500 8.14 0.980 5.8374e-05
ACC2 4096 8 5.00 0.9500 8.14 1.000 7.0048e-04
ACC2 4096 8 5.00 0.9500 16.12 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9500 16.12 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9500 16.12 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9500 16.12 0.980 3.0139e-04
ACC2 4096 8 5.00 0.9500 16.12 1.000 8.4388e-04
ACC2 4096 8 5.00 0.9500 32.61 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9500 32.61 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9500 32.61 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9500 32.61 0.980 6.1950e-05
ACC2 4096 8 5.00 0.9500 32.61 1.000 4.9560e-04
ACC2 4096 8 5.00 0.9500 64.60 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9500 64.60 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9500 64.60 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9500 64.60 0.980 0.0000e+00
ACC2 4096 8 5.00 0.9500 64.60 1.000 1.9174e-04
ACC2 4096 8 5.00 0.9500 128.59 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9500 128.59 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9500 128.59 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9500 128.59 0.980 0.0000e+00
ACC2 4096 8 5.00 0.9500 128.59 1.000 1.9747e-04
ACC2 4096 8 5.00 0.9800 2.03 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9800 2.03 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9800 2.03 0.960 1.1617e-04
ACC2 4096 8 5.00 0.9800 2.03 0.980 1.8007e-03
ACC2 4096 8 5.00 0.9800 2.03 1.000 1.6322e-02
ACC2 4096 8 5.00 0.9800 3.94 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9800 3.94 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9800 3.94 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9800 3.94 0.980 6.5235e-04
ACC2 4096 8 5.00 0.9800 3.94 1.000 9.6667e-03
ACC2 4096 8 5.00 0.9800 8.14 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9800 8.14 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9800 8.14 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9800 8.14 0.980 9.6496e-04
ACC2 4096 8 5.00 0.9800 8.14 1.000 5.5485e-03
ACC2 4096 8 5.00 0.9800 16.12 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9800 16.12 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9800 16.12 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9800 16.12 0.980 2.4788e-04
ACC2 4096 8 5.00 0.9800 16.12 1.000 2.7886e-03
ACC2 4096 8 5.00 0.9800 32.61 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9800 32.61 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9800 32.61 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9800 32.61 0.980 1.8941e-04
ACC2 4096 8 5.00 0.9800 32.61 1.000 2.0203e-03
ACC2 4096 8 5.00 0.9800 64.60 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9800 64.60 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9800 64.60 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9800 64.60 0.980 6.4508e-05
ACC2 4096 8 5.00 0.9800 64.60 1.000 9.6762e-04
ACC2 4096 8 5.00 0.9800 128.59 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9800 128.59 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9800 128.59 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9800 128.59 0.980 0.0000e+00
ACC2 4096 8 5.00 0.9800 128.59 1.000 7.2497e-04
ACC2 4096 8 5.00 0.9950 2.03 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9950 2.03 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9950 2.03 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9950 2.03 0.980 2.5588e-03
ACC2 4096 8 5.00 0.9950 2.03 1.000 4.5497e-02
ACC2 4096 8 5.00 0.9950 3.94 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9950 3.94 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9950 3.94 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9950 3.94 0.980 1.5170e-03
ACC2 4096 8 5.00 0.9950 3.94 1.000 3.3816e-02
ACC2 4096 8 5.00 0.9950 8.14 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9950 8.14 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9950 8.14 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9950 8.14 0.980 5.7321e-04
ACC2 4096 8 5.00 0.9950 8.14 1.000 2.4521e-02
ACC2 4096 8 5.00 0.9950 16.12 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9950 16.12 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9950 16.12 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9950 16.12 0.980 2.5908e-04
ACC2 4096 8 5.00 0.9950 16.12 1.000 1.4897e-02
ACC2 4096 8 5.00 0.9950 32.61 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9950 32.61 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9950 32.61 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9950 32.61 0.980 1.3052e-04
ACC2 4096 8 5.00 0.9950 32.61 1.000 7.8314e-03
ACC2 4096 8 5.00 0.9950 64.60 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9950 64.60 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9950 64.60 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9950 64.60 0.980 0.0000e+00
ACC2 4096 8 5.00 0.9950 64.60 1.000 4.6247e-03
ACC2 4096 8 5.00 0.9950 128.59 0.900 0.0000e+00
ACC2 4096 8 5.00 0.9950 128.59 0.930 0.0000e+00
ACC2 4096 8 5.00 0.9950 128.59 0.960 0.0000e+00
ACC2 4096 8 5.00 0.9950 128.59 0.980 6.6997e-05
ACC2 4096 8 5.00 0.9950 128.59 1.000 1.8089e-03
ACC2 4096 8 5.50 0.8000 2.03 0.900 0.0000e+00
ACC2 4096 8 5.50 0.8000 2.03 0.930 1.7121e-04
ACC2 4096 8 5.50 0.8000 2.03 0.960 3.4243e-04
ACC2 4096 8 5.50 0.8000 2.03 0.980 5.1364e-04
ACC2 4096 8 5.50 0.8000 2.03 1.000 7.9900e-04
ACC2 4096 8 5.50 0.8000 3.94 0.900 0.0000e+00
ACC2 4096 8 5.50 0.8000 3.94 0.930 0.0000e+00
ACC2 4096 8 5.50 0.8000 3.94 0.960 1.7959e-04
ACC2 4096 8 5.50 0.8000 3.94 0.980 3.5917e-04
ACC2 4096 8 5.50 0.8000 3.94 1.000 5.3876e-04
ACC2 4096 8 5.50 0.8000 8.14 0.900 0.0000e+00
ACC2 4096 8 5.50 0.8000 8.14 0.930 6.2391e-05
ACC2 4096 8 5.50 0.8000 8.14 0.960 1.2478e-04
ACC2 4096 8 5.50 0.8000 8.14 0.980 1.8717e-04
ACC2 4096 8 5.50 0.8000 8.14 1.000 3.1195e-04
ACC2 4096 8 5.50 0.8000 16.12 0.900 0.0000e+00
ACC2 4096 8 5.50 0.8000 16.12 0.930 6.4855e-05
ACC2 4096 8 5.50 0.8000 16.12 0.960 1.2971e-04
ACC2 4096 8 5.50 0.8000 16.12 0.980 1.9457e-04
ACC2 4096 8 5.50 0.8000 16.12 1.000 1.9457e-04
ACC2 4096 8 5.50 0.8000 32.61 0.900 6.7272e-05
ACC2 4096 8 5.50 0.8000 32.61 0.930 6.7272e-05
ACC2 4096 8 5.50 0.8000 32.61 0.960 6.7272e-05
ACC2 4096 8 5.50 0.8000 32.61 0.980 1.3454e-04
ACC2 4096 8 5.50 0.8000 32.61 1.000 1.3454e-04
ACC2 4096 8 5.50 0.8000 64.60 0.900 0.0000e+00
ACC2 4096 8 5.50 0.8000 64.60 0.930 0.0000e+00
ACC2 4096 8 5.50 0.8000 64.60 0.960 0.0000e+00
ACC2 4096 8 5.50 0.8000 64.60 0.980 6.9406e-05
ACC2 4096 8 5.50 0.8000 64.60 1.000 2.0822e-04
ACC2 4096 8 5.50 0.8000 128.59 0.900 0.0000e+00
ACC2 4096 8 5.50 0.8000 128.59 0.930 0.0000e+00
ACC2 4096 8 5.50 0.8000 128.59 0.960 0.0000e+00
ACC2 4096 8 5.50 0.8000 128.59 0.980 7.1185e-05
ACC2 4096 8 5.50 0.8000 128.59 1.000 2.1355e-04
ACC2 4096 8 5.50 0.9000 2.03 0.900 0.0000e+00
ACC2 4096 8 5.50 0.9000 2.03 0.930 0.0000e+00
ACC2 4096 8 5.50 0.9000 2.03 0.960 0.0000e+00
ACC2 4096 8 5.50 0.9000 2.03 0.980 0.0000e+00
ACC2 4096 8 5.50 0.9000 2.03 1.000 3.8980e-04
ACC2 4096 8 5.50 0.9000 3.94 0.900 0.0000e+00
ACC2 4096 8 5.50 0.9000 3.94 0.930 0.0000e+00
ACC2 4096 8 5.50 0.9000 3.94 0.960 5.7770e-05
ACC2 4096 8 5.50 0.9000 3.94 0.980 1.7331e-04
ACC2 4096 8 5.50 0.9000 3.94 1.000 5.1993e-04
ACC2 4096 8 5.50 0.9000 8.14 0.900 0.0000e+00
ACC2 4096 8 5.50 0.9000 8.14 0.930 0.0000e+00
ACC2 4096 8 5.50 0.9000 8.14 0.960 1.2001e-04
ACC2 4096 8 5.50 0.9000 8.14 0.980 1.8002e-04
ACC2 4096 8 5.50 0.9000 8.14 1.000 4.2004e-04
ACC2 4096 8 5.50 0.9000 16.12 0.900 0.0000e+00
ACC2 4096 8 5.50 0.9000 16.12 0.930 0.0000e+00
ACC2 4096 8 5.50 0.9000 16.12 0.960 0.0000e+00
ACC2 4096 8 5.50 0.9000 16.12 0.980 6.2313e-05
ACC2 4096 8 5.50 0.9000 16.12 1.000 1.8694e-04
ACC2 4096 8 5.50 0.9000 32.61 0.900 0.0000e+00
ACC2 4096 8 5.50 0.9000 32.61 0.930 0.0000e+00
ACC2 4096 8 5.50 0.9000 32.61 0.960 0.0000e+00
ACC2 4096 8 5.50 0.9000 32.61 0.980 1.9339e-04
ACC2 4096 8 5.50 0.9000 32.61 1.000 2.5785e-04
ACC2 4096 8 5.50 0.9000 64.60 0.900 0.0000e+00
ACC2 4096 8 5.50 0.9000 64.60 0.930 0.0000e+00
ACC2 4096 8 5.50 0.9000 64.60 0.960 6.6778e-05
ACC2 4096 8 5.50 0.9000 64.60 0.980 2.0033e-04
ACC2 4096 8 5.50 0.9000 64.60 1.000 5.3422e-04
ACC2 4096 8 5.50 0.9000 128.59 0.900 0.0000e+00
ACC2 4096 8 5.50 0.9000 128.59 0.930 6.9180e-05
ACC2 4096 8 5.50 0.9000 128.59 0.960 2.0754e-04
ACC2 4096 8 5.50 0.9000 128.59 0.980 2.7672e-04
ACC2 4096 8 5.50 0.9000 128.59 1.000 4.8426e-04
ACC2 4096 8 5.50 0.9500 2.03 0.900 0.0000e+00
ACC2 4096 8 5.50 0.9500 2.03 0.930 0.0000e+00
ACC2 4096 8 5.50 0.9500 2.03 0.960 5.6699e-05
ACC2 4096 8 5.50 0.9500 2.03 0.980 5.6699e-04
ACC2 4096 8 5.50 0.9500 2.03 1.000 2.8349e-03
ACC2 4096 8 5.50 0.9500 3.94 0.900 0.0000e+00
ACC2 4096 8 5.50 0.9500 3.94 0.930 0.0000e+00
ACC2 4096 8 5.50 0.9500 3.94 0.960 0.0000e+00
ACC2 4096 8 5.50 0.9500 3.94 0.980 2.3330e-04
ACC2 4096 8 5.50 0.9500 3.94 1.000 1.2248e-03
ACC2 4096 8 5.50 0.9500 8.14 0.900 0.0000e+00
ACC2 4096 8 5.50 0.9500 8.14 0.930 0.0000e+00
ACC2 4096 8 5.50 0.9500 8.14 0.960 6.0035e-05
ACC2 4096 8 5.50 0.9500 8.14 0.980 6.0035e-05
ACC2 4096 8 5.50 0.9500 8.14 1.000 7.8045e-04
ACC2 4096 8 5.50 0.9500 16.12 0.900 0.0000e+00
ACC2 4096 8 5.50 0.9500 16.12 0.930 0.0000e+00
ACC2 4096 8 5.50 0.9500 16.12 0.960 0.0000e+00
ACC2 4096 8 5.50 0.9500 16.12 0.980 1.2428e-04
ACC2 4096 8 5.50 0.9500 16.12 1.000 6.8353e-04
ACC2 4096 8 5.50 0.9500 32.61 0.900 0.0000e+00
ACC2 4096 8 5.50 0.9500 32.61 0.930 0.0000e+00
ACC2 4096 8 5.50 0.9500 32.61 0.960 0.0000e+00
ACC2 4096 8 5.50 0.9500 32.61 0.980 6.3869e-05
ACC2 4096 8 5.50 0.9500 32.61 1.000 4.4708e-04
ACC2 4096 8 5.50 0.9500 64.60 0.900 0.0000e+00
ACC2 4096 8 5.50 0.9500 64.60 0.930 0.0000e+00
ACC2 4096 8 5.50 0.9500 64.60 0.960 0.0000e+00
ACC2 4096 8 5.50 0.9500 64.60 0.980 0.0000e+00
